Open,High,Low,Close,Volume,Daily_Vol,S_10,Corr,RSI,Open-Close,Open-Open,Probability,Date,Buy
87.18,88.54,86.25,86.76,0.47195351400234264,0.035182683436712166,88.99099999999999,0.6338935474964249,42.43427276667432,0.3400000000000034,-4.959999999999994,0.6957667264811235,2018-03-28,0.0
87.53,89.57,85.8,88.58,0.41232141428469976,0.034282712401610925,88.708,0.5190163565705751,48.480680608737124,0.769999999999996,0.3499999999999943,0.3179197543493481,2018-03-29,0.0
87.81,88.2,84.93,85.91,0.43612445288249685,0.033668883637837314,88.11799999999998,0.5226083113822422,41.39364692074393,-0.769999999999996,0.28000000000000114,0.5588010709589597,2018-04-02,1.0
86.94,87.4,85.3,87.07,0.3345298227919106,0.0322314523087337,87.80899999999998,0.4493865264751457,45.25670253966466,1.0300000000000011,-0.8700000000000045,0.5599658248192726,2018-04-03,1.0
85.26,90.03,85.15,89.61,0.31966314911351007,0.034049432244522615,87.73099999999998,0.11007831639736057,52.822495408908544,-1.809999999999988,-1.6799999999999926,0.04810155587931218,2018-04-04,0.0
89.72,90.33,88.71,89.66,0.2676315891195869,0.03372132171702564,87.72099999999998,-0.24524261790663773,52.96467635792913,0.10999999999999943,4.459999999999994,0.299628975842277,2018-04-05,0.0
88.8,89.74,86.85,87.57,0.34183101541592614,0.03289976229110725,87.76299999999998,-0.21089608263911266,46.46139608941508,-0.8599999999999994,-0.9200000000000017,0.3575816803990587,2018-04-06,0.0
88.36,90.43,87.95,88.1,0.2834709161369661,0.03136146256982158,88.11199999999998,0.17192673360552627,48.25171015678978,0.7900000000000063,-0.4399999999999977,0.5160578314515286,2018-04-09,1.0
89.67,90.53,88.94,90.15,0.24102385697501216,0.031133385710415205,88.02499999999998,-0.4310210910476455,54.754150946550894,1.5700000000000074,1.3100000000000023,0.3414026010779175,2018-04-10,0.0
89.3,90.54,88.79,89.16,0.22358531527182604,0.02974709792785428,88.25699999999998,-0.29900342962779025,51.29556146590836,-0.8500000000000085,-0.37000000000000455,0.35352979343591545,2018-04-11,0.0
89.71,91.39,89.71,90.82,0.24054651970791635,0.02831890881218873,88.66299999999997,0.23740214322364925,56.42373121437225,0.5499999999999972,0.4099999999999966,0.2968750261994104,2018-04-12,0.0
91.28,91.41,89.72,90.34,0.20986748721931714,0.02708150475686799,88.83899999999997,0.4370240977500553,54.577450490324765,0.46000000000000796,1.5700000000000074,0.38879336461638525,2018-04-13,0.0
91.3,91.87,90.67,91.4,0.18237789469993823,0.025843385954534108,89.38799999999996,0.7082520540558315,57.95334957711553,0.9599999999999937,0.01999999999999602,0.4006671377886546,2018-04-16,0.0
92.2,93.7,92.09,93.24,0.24065529147687792,0.02585556255904966,90.00499999999997,0.8514733088527624,63.224930733003845,0.7999999999999972,0.9000000000000057,0.23647070685915514,2018-04-17,0.0
93.39,93.87,92.71,93.6,0.18916669138752326,0.02506389219731987,90.40399999999997,0.9173192689482591,64.2006542024759,0.15000000000000568,1.1899999999999977,0.2503348631173456,2018-04-18,0.0
93.6,94.21,92.53,93.28,0.2117228998733393,0.023998300229870397,90.76599999999998,0.9403717661563088,62.56125885194119,0.0,0.20999999999999375,0.27434436302422655,2018-04-19,0.0
93.09,93.28,91.28,92.2,0.2800594379286259,0.02391145855966944,91.22899999999997,0.8628320003660924,57.09404196188677,-0.18999999999999773,-0.5099999999999909,0.3767319523489905,2018-04-20,0.0
92.92,93.46,91.84,92.54,0.20074953637157156,0.022759337797177853,91.67299999999997,0.8159224814694755,58.36670735715035,0.7199999999999989,-0.1700000000000017,0.4941720110780931,2018-04-23,0.0
93.41,93.63,89.69,90.38,0.31035731975573994,0.023011842685009942,91.69599999999997,0.5338619201735284,48.261797386966265,0.8699999999999903,0.4899999999999949,0.5579548212485465,2018-04-24,1.0
90.55,90.55,87.62,89.59,0.30320625015169617,0.02437086428526174,91.73899999999998,0.057065561346571425,45.08950265455036,0.1700000000000017,-2.8599999999999994,0.5954302538524746,2018-04-25,1.0
90.8,92.35,90.36,91.48,0.382310294393939,0.02345475318907276,91.80499999999998,-0.09923768155567764,53.25683705705042,1.2099999999999937,0.25,0.5687317200766494,2018-04-26,0.0
94.73,95.02,91.15,93.0,0.4339436238618293,0.02488700243045217,92.07099999999997,-0.3164843688766473,58.740694406977,3.25,3.930000000000007,0.3889238656859097,2018-04-27,0.0
93.49,93.56,90.41,90.77,0.3732723492274957,0.025222593424649508,92.00799999999997,-0.6285808113217851,49.310398309915634,0.4899999999999949,-1.240000000000009,0.5554234957903429,2018-04-30,1.0
90.47,92.48,90.06,92.2,0.28234724083777635,0.02421012292242368,91.90399999999997,-0.553652201193645,54.51344758900265,-0.29999999999999716,-3.019999999999996,0.321274407249458,2018-05-01,0.0
92.19,92.37,90.45,90.76,0.2469478731523407,0.0230315508225027,91.61999999999998,-0.35192213514506626,48.89765525052762,-0.010000000000005116,1.7199999999999989,0.606192930395877,2018-05-02,1.0
90.22,92.14,89.73,91.3,0.27995246404014307,0.022147165513823373,91.42199999999997,0.07001216633982713,51.00087417750784,-0.5400000000000063,-1.9699999999999989,0.39162541857103744,2018-05-03,0.0
90.57,92.56,90.18,92.36,0.20254292214907846,0.021724699835463192,91.43799999999996,0.13549600614652124,55.03703269367557,-0.730000000000004,0.3499999999999943,0.2737712131342228,2018-05-04,0.0
92.37,93.86,92.3,93.39,0.21792109282367017,0.020860226267579336,91.52299999999997,-0.01942440686550023,58.70919666106145,0.010000000000005116,1.8000000000000114,0.3166655267670498,2018-05-07,0.0
93.03,93.33,92.26,92.99,0.21111251945081944,0.01988303650168513,91.78399999999996,-0.0045010423883687905,56.710660267674854,-0.35999999999999943,0.6599999999999966,0.40837856787058274,2018-05-08,0.0
93.18,94.12,92.25,94.09,0.24565699496863147,0.018961218466024724,92.23399999999997,0.3299253333550323,60.789175445411246,0.19000000000001194,0.15000000000000568,0.28021253866163115,2018-05-09,0.0
94.59,95.07,94.19,95.03,0.20125563972632662,0.01887861759780345,92.58899999999997,0.6162734702783222,64.00883318025585,0.5,1.4099999999999966,0.36072131383224265,2018-05-10,0.0
94.92,94.99,94.18,94.82,0.15082689017916778,0.01797392685782951,92.77099999999996,0.7105458346922463,62.7302479961302,-0.10999999999999943,0.3299999999999983,0.38355561092433765,2018-05-11,0.0
95.04,95.78,94.45,95.14,0.174880733103744,0.017107770343263242,93.20799999999996,0.8472168886791079,63.949488447335966,0.22000000000001307,0.12000000000000455,0.3802250915415378,2018-05-14,0.0
94.38,94.97,93.5,94.45,0.22108536246618862,0.016503546698387595,93.43299999999995,0.8131682848469154,59.30159823337946,-0.7600000000000051,-0.6600000000000108,0.38855908384939475,2018-05-15,0.0
94.9,94.94,94.18,94.7,0.15627806379059728,0.015929552866301613,93.82699999999996,0.8147203136255734,60.458561730967986,0.45000000000000284,0.5200000000000102,0.5651316231497605,2018-05-16,1.0
94.32,95.08,93.41,93.75,0.15503752626029174,0.01550460071434968,94.07199999999996,0.6292548967719054,53.97949827932329,-0.38000000000000966,-0.5800000000000125,0.5796668797668026,2018-05-17,1.0
93.59,94.48,93.59,93.93,0.16060286528211892,0.0150891466218087,94.22899999999996,0.3562471738314492,54.99486489919278,-0.1599999999999966,-0.7299999999999898,0.6383192731747419,2018-05-18,1.0
94.55,95.54,94.36,95.14,0.17459666798810883,0.014759383376508712,94.40399999999997,0.31262157542853686,61.36215685357347,0.6199999999999903,0.9599999999999937,0.539573951690702,2018-05-21,1.0
95.22,95.69,94.75,95.04,0.1388071602387945,0.014314054229890657,94.60899999999997,-0.006015479598137682,60.57518434982615,0.0799999999999983,0.6700000000000017,0.5751415399535011,2018-05-22,1.0
94.27,96.24,93.89,96.17,0.1910355881451357,0.013796511051398298,94.81699999999998,0.16059458348963543,66.04311198888308,-0.7700000000000102,-0.9500000000000028,0.24447648091805826,2018-05-23,0.0
96.24,96.44,94.37,95.83,0.23956128120558673,0.013183348322915407,94.89699999999998,0.4035689095551644,63.11657205124055,0.06999999999999318,1.9699999999999989,0.38782337779499226,2018-05-24,0.0
95.82,96.48,95.39,95.88,0.16508048661433036,0.01274412278452632,95.003,0.5692496125319864,63.38171101311476,-0.010000000000005116,-0.4200000000000017,0.5091880991522526,2018-05-25,1.0
95.37,96.38,94.78,95.54,0.25773515602456265,0.012322948047656166,95.04299999999999,0.7584293996559226,60.11656337772325,-0.5099999999999909,-0.44999999999998863,0.46336858916007234,2018-05-29,0.0
95.83,96.75,95.44,96.45,0.19919167293677484,0.011752497062947523,95.24299999999998,0.8516275109018684,65.41498800261782,0.28999999999999204,0.45999999999999375,0.4592655239011414,2018-05-30,0.0
96.78,97.47,96.12,96.35,0.30690628817686827,0.011283772711070094,95.40799999999997,0.9224676701559787,64.37084615086937,0.3299999999999983,0.9500000000000028,0.5157102074307099,2018-05-31,1.0
96.77,98.31,96.67,98.25,0.25759671922770244,0.01162132036632129,95.85799999999998,0.9350792192195928,73.35085259290192,0.4200000000000017,-0.010000000000005116,0.29485388998863743,2018-06-01,0.0
